|   EBV|EBV_unc|    RV|RV_unc|                AV|              AV_unc|    C1|C1_unc|    C2|C2_unc|    C3|C3_unc|    C4|C4_unc|        x0|    x0_unc|     gamma| gamma_unc|
|double| double|double|double|            double|              double|double|double|double|double|double|double|double|double|    double|    double|    double|    double|
|   mag|    mag|      |      |               mag|                 mag|      |      |      |      |      |      |      |      |1 / micron|1 / micron|1 / micron|1 / micron|
|  null|   null|  null|  null|              null|                null|  null|  null|  null|  null|  null|  null|  null|  null|      null|      null|      null|      null|
   0.61    0.01    3.0    0.1               1.83   0.1839127238665123  -0.22   0.14   0.76   0.03   3.45   0.13   0.29   0.02      4.592      0.004       0.92       0.02 
   1.05    0.01    3.2   0.05 3.3600000000000003   0.1713270556567176  -0.08    0.1   0.78   0.02   4.92   0.36   0.22   0.02      4.618      0.007       1.16       0.05 
   0.22    0.01    3.0    0.0               0.66 0.006600000000000001  -0.38   0.37    0.8   0.08   2.58   0.22    0.3   0.12      4.582      0.008       0.82       0.03 
   0.23    0.01    3.0    0.0 0.6900000000000001 0.006900000000000001  -0.51   0.35   0.97   0.09   2.88   0.25   0.32   0.17      4.563      0.007       0.84       0.03 
   0.44    0.01   3.12   0.13             1.3728  0.17899122123724395  -0.88    0.2   0.92   0.04   2.81   0.15   0.37    0.1       4.58      0.005       0.85       0.02 
   0.28    0.01   3.01    0.2             0.8428  0.16877056847685265  -1.37   0.36   1.09   0.08   2.82   0.28   0.47   0.12      4.558       0.01       0.95       0.05 
   0.87    0.01   5.49   0.09             4.7763   0.4325123603528574   1.85    0.1   0.21   0.02   1.61    0.1   0.33   0.01      4.642      0.005       1.07       0.03 
   0.56    0.01   2.95   0.08 1.6520000000000004  0.13318849800189209  -0.59   0.18   0.79   0.04   3.75   0.15   0.36   0.02      4.565      0.004       0.95       0.02 
   0.63    0.01   3.06   0.09             1.9278   0.1745697146930131   0.19   0.25   0.77   0.05   3.47   0.16   0.27   0.02      4.659      0.004       1.01       0.02 
   0.23    0.01    3.1   0.21 0.7130000000000001  0.14989966577681219  -0.36   0.35   0.82   0.07    3.6   0.23    0.3   0.03      4.598      0.004        0.9       0.01 
   0.72    0.01   3.18   0.08             2.2896   0.1845934534050436  -0.74   0.11   0.92   0.03   2.48   0.15   0.33   0.06      4.583      0.005       0.87       0.03 
   0.26    0.02    3.3   0.21              0.858  0.18099529828147468  -0.42   0.46   0.86   0.09   3.35   0.34   0.41    0.1      4.611      0.006       0.93       0.03 
    0.3    0.01   3.04   0.14 0.9119999999999999  0.12800529989027798  -0.83   0.19   0.99   0.04   2.36   0.06    0.5   0.06      4.579      0.003       0.84       0.01 
   0.23    0.01   2.73   0.26             0.6279  0.16337470537693408   0.89   0.58   0.54   0.12   2.83   0.14   0.13   0.03      4.584      0.006       0.84       0.02 
   0.31    0.01   2.57   0.17             0.7967  0.13567312117733565  -0.02    0.4    0.8   0.08   2.67   0.18   0.39   0.11      4.601      0.004       0.86       0.02 
   0.36    0.01   2.74   0.14             0.9864  0.13844783751290596   -0.8   0.28   0.87   0.07  10.95   1.97    0.6   0.02      4.806      0.024       2.24       0.15 
   0.58    0.01   3.12   0.11 1.8095999999999999  0.19987685296702065  -0.41   0.15   0.88   0.03   2.82   0.13    0.3   0.03      4.618      0.005       0.87       0.02 
   0.65    0.01   2.95   0.08 1.9175000000000002  0.15459379232362472   0.13   0.12    0.7   0.03   2.92   0.13   0.27   0.02      4.608      0.005       0.92       0.02 
   0.49    0.01   3.64   0.13             1.7836  0.23255298819838893  -0.33    0.2   0.75   0.05   2.83   0.15    0.4   0.02      4.606      0.004       1.04       0.02 
   0.75    0.01   3.09   0.07             2.3175   0.1638719965399824    0.1   0.13   0.67   0.03   2.85   0.12   0.28   0.05      4.552      0.005        0.9       0.02 
   0.68    0.01   3.14   0.08             2.1352  0.17214532744167066   0.35   0.15   0.62   0.04   4.38   0.19   0.34   0.04      4.572      0.005       1.04       0.02 
   0.34    0.01   3.56   0.17 1.2104000000000001   0.2061236925731732   0.93   0.34   0.49   0.07   4.11   0.24    0.5   0.04      4.554      0.007       0.96       0.03 
   0.67    0.01   3.45   0.08             2.3115  0.18635908785192098   0.01   0.09   0.76   0.02   2.71    0.1   0.47   0.02      4.609      0.003       1.12       0.02 
   0.28    0.01   3.39    0.2 0.9492000000000002  0.19007715187260152  -0.93   0.32   1.01   0.07   3.15   0.21    0.4   0.14      4.611      0.005       0.94       0.03 
   0.64    0.01   2.95    0.1 1.8880000000000001  0.18974165172676244   -0.5   0.15   0.91   0.03   3.59   0.18   0.39   0.03      4.575      0.005       1.06       0.03 
   0.28    0.01   3.49   0.22 0.9772000000000002  0.21520597631106814   -1.1   0.32   0.99   0.07   2.69   0.26   0.32    0.1       4.64      0.008       1.03       0.05 
   0.25    0.01   3.08   0.21               0.77  0.16188322952054052   0.23   0.55   0.63   0.11   2.43   0.31   0.29   0.08      4.647      0.009       0.91       0.06 
   0.29    0.01    3.2    0.0 0.9279999999999999              0.00928  -0.28    0.5   0.84   0.09   2.55   0.21   0.32   0.06      4.604      0.007       0.92       0.05 
   0.43    0.01    3.3   0.13 1.4189999999999998  0.18501496425965117  -1.06   0.35    1.0   0.06   3.57   0.36   0.34   0.04      4.619      0.009       1.17       0.06 
   0.29    0.01   3.47   0.17             1.0063   0.1713667150003174   -0.2   0.49   0.78   0.09   2.19   0.27   0.08   0.08      4.569      0.009       0.91       0.06 
   0.26    0.01   3.25   0.25              0.845    0.211418932454026  -0.05   0.56   0.74    0.1   1.67   0.22   0.41   0.15      4.621      0.009       0.84       0.06 
   0.32    0.01   3.31   0.19 1.0592000000000001  0.20152654407794526   -0.8   0.47    1.0   0.09   3.16   0.37   0.23   0.04      4.673      0.012       1.09       0.07 
   0.22    0.01   2.96   0.29             0.6512  0.18896024250619492  -0.32   0.74    0.8   0.13   1.86    0.2   0.06   0.06      4.613       0.01        0.8       0.04 
   0.31    0.01   3.25   0.21             1.0075  0.21181474511940854  -0.51   0.47   0.89   0.08   2.15   0.19   0.24   0.04      4.644      0.007       0.86       0.04 
   0.28    0.01   3.35   0.22 0.9380000000000002   0.2065730718172144  -1.21   0.43   1.02   0.08   2.82   0.36   0.02   0.03      4.648      0.011       1.02       0.06 
   0.28    0.01   3.01   0.19             0.8428   0.1603536360922321  -0.76   0.53   0.88   0.11   2.59   0.42   0.21   0.04      4.627      0.014       1.05       0.08 
   0.32    0.01   3.03   0.18 0.9695999999999999   0.1747971258344942  -0.47   0.44   0.87   0.09   2.44   0.22   0.16   0.03      4.587      0.007       0.89       0.04 
   0.29    0.01   3.12   0.22 0.9047999999999999  0.19926153025609333  -0.48   0.53   0.83   0.11   2.69   0.29   0.16   0.03      4.608      0.011       1.01       0.06 
    0.4    0.01   2.96   0.15              1.184   0.1779942291199352  -0.27   0.42   0.86   0.08   3.13   0.32   0.16   0.02      4.601      0.008       1.04       0.05 
   0.23    0.01   3.05   0.23             0.7015  0.16149742799809538   0.22   0.54   0.66   0.11   1.47   0.24    0.4   0.16      4.619      0.012       0.76       0.06 
   0.33    0.01   5.05    0.2             1.6665   0.3337163649343557   0.68   0.32    0.5   0.08   1.94    0.1   0.25   0.04      4.578      0.004       0.79       0.02 
   0.48    0.01    4.7   0.13              2.256  0.29414641252274354    0.3   0.32   0.53   0.06    2.6   0.15   0.12   0.01      4.603      0.006       0.96       0.03 
    0.6    0.01   3.66    0.1              2.196  0.22069526863981478  -0.21   0.23   0.75   0.05   1.97   0.14   0.24   0.04      4.595      0.006        0.9       0.03 
   0.63    0.01   4.36   0.11 2.7468000000000004  0.30339397642009974   0.08   0.24   0.57   0.04   2.54   0.16    0.2   0.02      4.577      0.006       0.96       0.03 
   0.58    0.01   4.27   0.12 2.4765999999999995   0.2982221313383699   0.56   0.27   0.57   0.05   2.04   0.11    0.1   0.01      4.603      0.005       0.89       0.02 
   0.39    0.01    3.7    0.0              1.443              0.01443  -0.11   0.27   0.82   0.07   2.49   0.18   0.33   0.02      4.602      0.007       0.91       0.03 
   0.52    0.01   3.52   0.12             1.8304  0.22040934717021415  -0.68   0.17   0.71   0.04   2.53   0.17   0.22   0.01      4.599      0.007       1.07       0.04 
   0.48    0.02   2.92   0.13             1.4016  0.18435169727453013   0.08   0.21   0.63   0.05    2.0   0.11   0.23   0.03       4.57      0.005       0.88       0.03 
   0.75    0.01    3.7    0.0 2.7750000000000004 0.027750000000000004   0.72   0.12   0.41   0.02   2.15   0.08   0.39   0.04      4.593      0.004       0.92       0.02 
   0.27    0.01    3.7    0.0 0.9990000000000001              0.00999   0.42   0.31   0.61   0.07   3.91   0.24   0.17   0.02      4.597      0.006       0.94       0.02 
    0.7    0.01   3.53   0.09 2.4709999999999996  0.22375856676337552    0.2   0.12   0.55   0.02   1.97   0.09   0.46   0.06      4.582      0.005       0.87       0.02 
    0.5    0.02   4.01   0.14              2.005   0.2835498192558056   0.11   0.22   0.64   0.04   2.38   0.12   0.55   0.19      4.609      0.003       0.94       0.03 
   0.42    0.01    3.7    0.0              1.554              0.01554  -0.71   0.21    0.8   0.04   2.31   0.12   0.31   0.04      4.586      0.005       0.86       0.02 
