|      Name|    AV|              AV_unc|   EBV|             EBV_unc|    RV|             RV_unc|                   C1|             C1_unc|                 C2|              C2_unc|                C3|             C3_unc|                 C4|              C4_unc|    x0|              x0_unc| gamma|           gamma_unc|                   NHI|               NHI_unc|                   NH2|               NH2_unc|                    NH|                NH_unc|
|      char|double|              double|double|              double|double|             double|               double|             double|             double|              double|            double|             double|             double|              double|double|              double|double|              double|                double|                double|                double|                double|                double|                double|
|          |   mag|                 mag|   mag|                 mag|      |                   |                     |                   |                   |                    |                  |                   |                   |                    |      |                    |      |                    |                      |                      |                      |                      |                      |                      |
|      null|  null|                null|  null|                null|  null|               null|                 null|               null|               null|                null|              null|               null|               null|                null|  null|                null|  null|                null|                  null|                  null|                  null|                  null|                  null|                  null|
 BD+35d4258   0.95                 0.05   0.31  0.06463745044476925   3.06 0.38015917718766173   -1.2240000000000002 0.37707594195334176              1.1628   0.0869815428697376  5.630400000000001  0.8776387274955454 0.12240000000000001  0.03785010964317013   4.73  0.08089499366462674   1.34 0.040804411526206334 1.7378008287493693e+21  2.005139904227841e+20 3.5481338923357606e+19  5.743710571506721e+18 1.7378008287493693e+21  2.099639236553035e+20 
 BD+53d2820    1.2                 0.05    0.4  0.05860034129593445   3.01 0.24928898892650675                -0.903 0.19682730400023263  0.9029999999999999 0.051081393872916186             3.1906  0.2962213167548885               0.301  0.02692225844909746   4.62  0.03511409973215888   1.01  0.02745906043549196  2.238721138568347e+21  2.583120582703549e+20 1.2022644346174082e+20   4.82724446937415e+19  2.238721138568347e+21 2.8323353969431137e+20 
  BD+56d524    1.8 0.044721359549995794    0.6  0.04964876634922563   2.98  0.1912119243143586   -0.9833999999999998 0.14720114129992334              0.9536  0.03371485132697458              4.172 0.25600264061138117              0.3874  0.02827076228190531   4.58 0.022472205054244233   1.03  0.02102379604162864  2.398832919019485e+21  9.038907985438767e+20  6.606934480075964e+20  4.560942806708201e+20  2.398832919019485e+21 1.3999610904668338e+21 
   HD001383   1.36 0.044721359549995794   0.45  0.04545327270945405   3.04  0.1512679741386127   -0.5472000000000001  0.1740250648613584              0.7904  0.04134847034655575 3.9520000000000004    0.26281498891806 0.33440000000000003  0.02719058660639744   4.56 0.027513632984395207    1.0 0.021470910553583886 2.8840315031266116e+21 2.6600483413649365e+20 2.7542287033381745e+20   8.36807173151094e+19 2.8840315031266116e+21  3.198081515186089e+20 
   HD013268   1.35                 0.05   0.44  0.06684309986827361   3.07 0.23142385356743156   -1.4428999999999998 0.18445565591762159              1.1052  0.05465979601132811             2.5481 0.22486571214838424               0.307 0.027458914763697412   4.58   0.0322490309931942   0.89 0.029206163733020464 2.1877616239495519e+21 2.5243215796349606e+20 2.6302679918953923e+20  4.872580181094048e+19 2.1877616239495519e+21  2.482501554906721e+20 
   HD014250   1.77 0.044721359549995794   0.58  0.05011985634456667   3.04 0.20319940944796075   -0.8208000000000001  0.1441678133287732  0.8815999999999999  0.03439367383691367             4.3168 0.23151950241826283              0.3952 0.023151950241826282   4.59 0.021540659228538015    1.0 0.020124611797498106  3.311311214825908e+21 1.1665612987760173e+21 4.5708818961487515e+20 1.9491789943936716e+20  3.311311214825908e+21  1.296060856601582e+21 
   HD014434   1.22  0.06324555320336758   0.42  0.04875448697299562   2.89 0.29308360581922693   -1.7051000000000003 0.24612553971499992              1.0982  0.07402011618472373             3.5836  0.3965096851276145              0.3179 0.042962938679750484   4.56 0.035902646142032486   0.96 0.021470910553583886 2.3442288153199274e+21  4.892853925816798e+20   3.46736850452531e+20 1.1372072458584041e+20 2.3442288153199274e+21 5.5944705809570516e+20 
   HD015558   2.22  0.05385164807134505   0.78  0.04301162633521313   2.83 0.15316004700965588  -0.14150000000000013 0.16091231680638993              0.6509 0.034544552392526386             4.1318  0.2455585634833369              0.3679  0.02684773733482954   4.56  0.01772004514666935    1.0  0.01772004514666935  3.311311214825908e+21 1.4120553561615814e+21  6.309573444801943e+20 1.0213922246533297e+20  3.311311214825908e+21 1.4991311149880175e+21 
   HD017505    1.8  0.06324555320336758   0.66  0.04332435804486894   2.71  0.1791368192192772               -1.0569 0.13574368088423122  0.9214000000000001  0.04284886229528154 3.7939999999999996 0.23578557419825327              0.3252 0.024238976876097718   4.57   0.0208806130178211    1.0 0.018384776310850236   1.81970085860999e+21   6.41073115537861e+20  6.165950018614809e+20  9.981424991260892e+19   1.81970085860999e+21  7.015305220930716e+20 
   HD023060   0.99  0.04123105625617661    0.3  0.06260990336999411   3.28  0.5420147599466273                 2.296 0.35661610507659347              0.2296  0.05186135362676141             4.4936 0.47993472889550304              0.4592  0.03825104443018517   4.56 0.043566041821583926   1.12 0.032202484376209234 2.5118864315095717e+21 4.0662356858207705e+20   3.54813389233576e+20  5.743710571506722e+19 2.5118864315095717e+21  4.484846798536279e+20 
   HD027778   1.09  0.03162277660168379   0.39 0.061465437442517236   2.79 0.38203272111168696               -0.3627 0.21293750843850878              0.8928 0.051896999913289776             3.6549 0.31817011251844507              0.6696 0.042587501687701756   4.59  0.04570557952810575   1.21 0.031064449134018134 1.2589254117941712e+21  3.522971607080665e+20 5.2480746024977125e+20  9.722075612001128e+19 1.2589254117941712e+21    4.2438399268745e+20 
   HD037903   1.49 0.044721359549995794   0.36   0.0660302960768767   4.11  0.4320937398296809    0.6986999999999998 0.26715000000000005 0.45210000000000006 0.053587843770765774  4.274400000000001  0.3992627552126545  0.5754000000000001  0.04047880556538199    4.6  0.04143669871020132   1.19  0.03162277660168379  1.445439770745928e+21 3.0169092754969625e+20  7.079457843841402e+20 1.1460209251415746e+20  1.445439770745928e+21 3.9971239165815764e+20 
