|   EBV|    RV|                 AV|    C1|    C2|    C3|    C4|        x0|     gamma|
|double|double|             double|double|double|double|double|    double|    double|
|   mag|      |                mag|      |      |      |      |1 / micron|1 / micron|
|  null|  null|               null|  null|  null|  null|  null|      null|      null|
   0.35     3.3               1.37    0.24   0.65   3.58   0.41       4.57       1.07
   0.25     2.0                0.5   -0.30   0.84   3.63  -0.02       4.62       1.13
   0.26     2.0               0.52   -0.95   1.07   4.27  -0.14       4.63       1.14
   0.38     2.0               0.76   -1.54   1.28   3.93   0.04       4.61       1.17

